store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,thumbnail,url_key,url_path,options_container,image_label,small_image_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,kitnekaa_product_code,manufacturer_product_code,tools_construction,tools_tip_material,kitnekaa_manufacturer,seller,rbi_material_to_cut,rbi_coating,rbi_machine,rbi_inner_diameter_in_mm,rbi_radius_in_mm,rbi_diameter_in_mm,rbi_height_of_cut_in_mm,rbi_cutting_depth_in_mm,rbi_angle_in_degrees,rbi_length_in_mm,rbi_diameter_of_shank_in_mm,rbi_rotation,rbi_application,price,special_price,weight,msrp,status,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,page_layout,gift_message_available,is_recurring,website,_media_image,_media_lable,_media_position,_media_is_disabled
admin,base,Router Bits,simple,101,912.622.11,0,Straight Bits,,,,912-622-11,912-622-11.html,Product Info Column,,,Italy,Use config,Use config,,912.622.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,12,50.8,,,108,12,RH,"Slot, Grooving ",3762.9,3762.9,0.12,,Enabled,"Catalog, Search",None,"For Best Results When Working With Small Diameter Bits,Make The Cut In More Than One Pass.",Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,912.600.11,0,Straight Bits,,,,912-600-11,912-600-11.html,Product Info Column,,,Italy,Use config,Use config,,912.600.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,10,31.7,,,74,12,RH,"Slot, Grooving ",3196.8,3196.8,0.1,,Enabled,"Catalog, Search",None,"For Best Results When Working With Small Diameter Bits,Make The Cut In More Than One Pass.",Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,912.100.11,0,Straight Bits,,,,912-100-11,912-100-11.html,Product Info Column,,,Italy,Use config,Use config,,912.100.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,10,31.7,,,60,8,RH,"Slot, Grooving ",3130.2,3130.2,0.06,,Enabled,"Catalog, Search",None,"For Best Results When Working With Small Diameter Bits,Make The Cut In More Than One Pass.",Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,812.620.11,0,Straight Bits,,,,812-620-11,812-620-11.html,Product Info Column,,,Italy,Use config,Use config,,812.620.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,12,31.7,,,70,12.7,RH,"Slot, Grooving ",3196.8,3196.8,0.1,,Enabled,"Catalog, Search",None,"For Best Results When Working With Small Diameter Bits,Make The Cut In More Than One Pass.",Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,712.060.11,0,Straight Bits,,,,712-060-11,712-060-11.html,Product Info Column,,,Italy,Use config,Use config,,712.060.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,6,25.4,,,60,6,RH,"Slot, Grooving ",2919.3,2919.3,0.06,,Enabled,"Catalog, Search",None,"For Best Results When Working With Small Diameter Bits,Make The Cut In More Than One Pass.",Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,102.120.31,0,Mortising Bit,,,,102-120-31,102-120-31.html,Product Info Column,,,Italy,Use config,Use config,,102.120.31,Steel,Alloy,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,Mortising Machine,,,12,80,,,135,16,RH,Cutting Mortise Slots ,2553,2553,0.13,,Enabled,"Catalog, Search",None,1. Long-Lasting Cutting Performance.</br> 2. 2HL Precision Ground Straight Cutting Edges With Chip-Breaker Teeth [Z2].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Mortising Bit,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,102.150.31,0,Mortising Bit,,,,102-150-31,102-150-31.html,Product Info Column,,,Italy,Use config,Use config,,102.150.31,Steel,Alloy,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,Mortising Machine,,,15,95,,,150,16,RH,Cutting Mortise Slots ,3307.8,3307.8,0.17,,Enabled,"Catalog, Search",None,1. Long-Lasting Cutting Performance.</br> 2. 2HL Precision Ground Straight Cutting Edges With Chip-Breaker Teeth [Z2].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Mortising Bit,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,103.120.30,0,Reciprocating Slot Mort Bit,,,,103-120-30,103-120-30.html,Product Info Column,,,Italy,Use config,Use config,,103.120.30,Steel,Alloy,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",No Coating,Mortising Machine,,,12,55,,,110,16,RH/LH,Cutting Mortise Slots ,2508.6,2508.6,0.12,,Enabled,"Catalog, Search",None,1. Long-Lasting Cutting Performance.</br> 2. 2HL Precision Ground Straight Cutting Edges With Chip-Breaker Teeth [Z2].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Reciprocating Slot Mort Bit,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,104.130.30,0,Reciprocating Slot Mort Bit,,,,104-130-30,104-130-30.html,Product Info Column,,,Italy,Use config,Use config,,104.130.30,Steel,Alloy,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",No Coating,Mortising Machine,,,13,55,,,110,13,RH/LH,Cutting Mortise Slots ,2852.7,2852.7,0.09,,Enabled,"Catalog, Search",None,1. Long-Lasting Cutting Performance. </br> 2.  4 HL Precision Ground Cutting Edges [Z4].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Reciprocating Slot Mort Bit,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,104.160.30,0,Reciprocating Slot Mort Bit,,,,104-160-30,104-160-30.html,Product Info Column,,,Italy,Use config,Use config,,104.160.30,Steel,Alloy,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",No Coating,Mortising Machine,,,16,55,,,110,13,RH/LH,Cutting Mortise Slots ,3352.2,3352.2,0.11,,Enabled,"Catalog, Search",None,1. Long-Lasting Cutting Performance. </br> 2.  4 HL Precision Ground Cutting Edges [Z4].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Reciprocating Slot Mort Bit,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,112.090.11,0,Solid Carbide Router Cutters,,,,112-090-11,112-090-11.html,Product Info Column,,,Italy,Use config,Use config,,112.090.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",No Coating,CNC Machine,,,9,20,,,52,9.5,RH,"Grooving, Jointing",4317.9,4317.9,0.04,,Enabled,"Catalog, Search",None,1. Premium Quality HWM.</br> 2. 2 Radial Relief Cutting Edges [Z2+1].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Solid Carbide Router Cutters,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,141.101.61,0,DP Router Cutters With Shear Angle,,,,141-101-61,141-101-61.html,Product Info Column,,,Italy,Use config,Use config,,141.101.61,Steel,Polycrystalline Diamond,CMT Utensili,Total Tools & Equipment (P) Ltd.,Solidwood,No Coating,CNC Machine,,,10,22,,,65,12X40,RH,"Jointing, Sizing",22177.8,22177.8,0.05,,Enabled,"Catalog, Search",None,1. Super Strength Steel.</br> 2. DP Cutting Edge.</br> 3. HW Plunging Tip For Diagonal Plunge-Cutting.</br> 4. Resharpenable Cutter (max 3 times).</br> 5. Max Feed Speed 4 m/min.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,DP Router Cutters With Shear Angle,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,171.160.11,0,Straight Cutters With Threaded Shank,,,,171-160-11,171-160-11.html,Product Info Column,,,Italy,Use config,Use config,,171.160.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Plastic , Solidwood",PTFE Coated,"CNC Machine , Portable Router",,,16,35,,,67,M12X1,RH,Electrical Boxes,4706.4,4706.4,0.09,,Enabled,"Catalog, Search",None,1. Super Strength Steel .</br> 2. 2 HW Alternating Precision Ground Cutting Edges [Z2+1],Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Cutters With Threaded Shank,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,651.080.11,0,Straight Router Bits With Insert Knives,,,,651-080-11,651-080-11.html,Product Info Column,,,Italy,Use config,Use config,,651.080.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,8,20,,,60,8,RH,"Finishing, Routing, Grooving ",8325,8325,0.1,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,651.081.11,0,Straight Router Bits With Insert Knives,,,,651-081-11,651-081-11.html,Product Info Column,,,Italy,Use config,Use config,,651.081.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,8,20,,,67,12,RH,"Finishing, Routing, Grooving",8913.3,8913.3,0.1,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,651.100.11,0,Straight Router Bits With Insert Knives,,,,651-100-11,651-100-11.html,Product Info Column,,,Italy,Use config,Use config,,651.100.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,10,30,,,70,8,RH,"Finishing, Routing, Grooving ",8325,8325,0.1,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,651.101.11,0,Straight Router Bits With Insert Knives,,,,651-101-11,651-101-11.html,Product Info Column,,,Italy,Use config,Use config,,651.101.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,10,30,,,80,12,RH,"Finishing, Routing, Grooving",8680.2,8680.2,0.1,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,651.121.11,0,Straight Router Bits With Insert Knives,,,,651-121-11,651-121-11.html,Product Info Column,,,Italy,Use config,Use config,,651.121.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,12,30,,,80,12,RH,"Finishing, Routing, Grooving",9257.4,9257.4,0.1,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,653.662.11,0,Straight Router Bits With Insert Knives,,,,653-662-11,653-662-11.html,Product Info Column,,,Italy,Use config,Use config,,653.662.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Chipboard , Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,16,48.3,,,111,20,RH,"Finishing,  Routing, Plunging, Grooving",11865.9,11865.9,0.15,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,653.681.11,0,Straight Router Bits With Insert Knives,,,,653-681-11,653-681-11.html,Product Info Column,,,Italy,Use config,Use config,,653.681.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Chipboard , Hardwood , MDF",PTFE Coated,"CNC Machine , Portable Router",,,18,48.3,,,111,20,RH,"Finishing,  Routing, Plunging, Grooving",12376.5,12376.5,0.03,,Enabled,"Catalog, Search",None,Straight Router Bits With One Replaceable Mini Knife & Fixing Wedge,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Router Bits With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,663.001.11,0,Spoil board Surfacing Router Cutters With Insert Knives,,,,663-001-11,663-001-11.html,Product Info Column,,,Italy,Use config,Use config,,663.001.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF , Particle Board , Softwood",PTFE Coated,"CNC Machine , Portable Router",,,80,12,,,90,20,RH,Finishing,29703.6,29703.6,0.3,,Enabled,"Catalog, Search",None,1. Super Strength Steel.</br> 2. 2 Cutting Edges [Z2].</br> 3. 2 Scores Knives [V2].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Spoil board Surfacing Router Cutters With Insert Knives,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,190.080.11,0,Up-Down Cut SC Spiral Bit D8 Z2+2 RH,,,,190-080-11,190-080-11.html,Product Info Column,,,Italy,Use config,Use config,,190.080.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Laminated Panels , Plastic , Solidwood",No Coating,"CNC Machine , Portable Router",,,8,32,,,80,8,RH,"Cutting, Copying, Panel Sizing ",7536.9,7536.9,0.05,,Enabled,"Catalog, Search",None,Up-Down Cut SC Spiral Bit D8X32X80 Z2+2 I1 7 RH,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Up-Down Cut SC Spiral Bit D8 Z2+2 RH,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,190.100.11,0,Up-Down Cut SC Spiral Bit D10 80 Z2+2 RH,,,,190-100-11,190-100-11.html,Product Info Column,,,Italy,Use config,Use config,,190.100.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Laminated Panels , Plastic , Solidwood",No Coating,"CNC Machine , Portable Router",,,10,32,,,80,10,RH,"Cutting, Copying, Panel Sizing",10855.8,10855.8,0.07,,Enabled,"Catalog, Search",None,Up-Down Cut SC Spiral Bit D=10x32x80 Z=2+2 I1 7 RH,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Up-Down Cut SC Spiral Bit D10 80 Z2+2 RH,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,190.120.11,0,Up-Down Cut SC Spiral Bit D12 90 Z2+2 RH,,,,190-120-11,190-120-11.html,Product Info Column,,,Italy,Use config,Use config,,190.120.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Laminated Panels , Plastic , Solidwood",No Coating,"CNC Machine , Portable Router",,,12,42,,,90,12,RH,"Cutting, Copying, Panel Sizing ",15429,15429,0.13,,Enabled,"Catalog, Search",None,Up-Down Cut SC Spiral Bit D=12x42x90 Z=2+2 I1 7 RH,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Up-Down Cut SC Spiral Bit D12 90 Z2+2 RH,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,195.182.11,0,Lockset Spiral Bit Solid HW D18 150 Z3R RH,,,,195-182-11,195-182-11.html,Product Info Column,,,Italy,Use config,Use config,,195.182.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",No Coating,"CNC Machine , Portable Router",,,18,95,,,150,18,RH,"Ripping, Template Routing, Panel Sizing ",41092.2,41092.2,0.38,,Enabled,"Catalog, Search",None,Lockset Spiral Bit Solid HW D18X45-95X150 Z3R I1 45 RH,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Lockset Spiral Bit Solid HW D18 150 Z3R RH,0,simple,,,,,,,,,,
